SHAW HARDWOOD MASTER SPREADSHEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNAL USE ONLY,,,Updated 1/12/2026,,,,,,,SHAW FLOORS RETAIL,,,,SHAW BUILDER FLOORING,,,,ALIGNED,,,,PRODUCT SPECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RETAIL MOLDINGS / TRIMS,,,,,,,,BUILDER MOLDINGS / TRIMS,,,,,,,,,
Construction,Collection / Grouping,Canadian Approved,Launch Date,Country of Origin,Product Category,Product Description,Style Status,Inventory Style #,Inventory Color #,Shaw Retail Style #,Shaw Retail Style Name,Color #,Shaw Color Name,Shaw Builder Style #,Shaw Builder Flooring Style Name,Color #,Shaw Builder Flooring Color Name,SFN Style #,SFN Style Name,SDC Style #,SDC Style Name,Species,Core,Backing Layer Species,Color & Character Variation Rating,Light Sensitive,Radiant Heat Approved,Cradle 2 Cradle Certified,GREENGUARD Certified,T & G Glue/Glueless,Surface Texture,Grade,Installation Method,Installation Grade,Recommended Adhesives,Plys,Bevel Edges,Bevel Ends,Gloss Level,Finish,Color Family,Color Shade,Fumed - Y/N,Nominal Face Thickness - inches,Nominal Face Thickness - mm,Face Type,Nominal Overall Thickness - Inches,Nominal Overall Thickness - mm,Width - inches,Length - inches,Weight per Carton (lbs),Weight per Pallet,Planks per Carton,Direct Warranty,Builder Warranty,Light Commercial Warranty,Full Commercial Warranty,SQFT per Carton,Cartons per Pallet,SQFT per Pallet,Pallets per Truck,Box Dimensions (L x W x H),Pallet Dimensions (L x W x H),UPC (Box),"Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""","Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""",Retail Additional Options,Builder Additional Options
Epic Plus / Repel,Repel,Y,Q1 2025,USA,8J,"3/8"" x 6 3/8"" Engineered Sliced Wire Brushed White Oak",A,0418W,1152,SW776,Liberty Oak,1152,Anthem,HW776,Homeland,1152,Anthem,NA,NA,NA,NA,White Oak,Stabiltek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Beige,Light,No,"1/22""",1.2mm,Sliced,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",33,1485,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","44"" x 62"" x 40.5""",190402557810,105FR,105OR,105FS,105OS,105SQ,105TH,105TM,105QR,104FR,104OR,104FS,104OS,104SQ,104TH,104TM,104QR,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2025,USA,8J,"3/8"" x 6 3/8"" Engineered Sliced Wire Brushed White Oak",A,0418W,1153,SW776,Liberty Oak,1153,Tradition,HW776,Homeland,1153,Tradition,NA,NA,NA,NA,White Oak,Stabiltek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Beige,Light,No,"1/22""",1.2mm,Sliced,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",33,1485,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","44"" x 62"" x 40.5""",190402557827,105FR,105OR,105FS,105OS,105SQ,105TH,105TM,105QR,104FR,104OR,104FS,104OS,104SQ,104TH,104TM,104QR,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2025,USA,8J,"3/8"" x 6 3/8"" Engineered Sliced Wire Brushed White Oak",A,0418W,1154,SW776,Liberty Oak,1154,Heritage,HW776,Homeland,1154,Heritage,NA,NA,NA,NA,White Oak,Stabiltek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Natural,Light,No,"1/22""",1.2mm,Sliced,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",33,1485,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","44"" x 62"" x 40.5""",190402557834,105FR,105OR,105FS,105OS,105SQ,105TH,105TM,105QR,104FR,104OR,104FS,104OS,104SQ,104TH,104TM,104QR,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2025,USA,8J,"3/8"" x 6 3/8"" Engineered Sliced Wire Brushed White Oak",A,0436W,1164,SW776,Liberty Oak,1164,Marble,HW776,Homeland,1164,Marble,NA,NA,NA,NA,White Oak,Stabiltek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Beige,Medium,No,"1/22""",1.2mm,Sliced,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",33,1485,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","44"" x 62"" x 40.5""",190402588012,105FR,105OR,105FS,105OS,105SQ,105TH,105TM,105QR,104FR,104OR,104FS,104OS,104SQ,104TH,104TM,104QR,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2025,USA,8J,"3/8"" x 6 3/8"" Engineered Sliced Wire Brushed White Oak",A,0418W,2079,SW776,Liberty Oak,2079,Ethos,HW776,Homeland,2079,Ethos,NA,NA,NA,NA,White Oak,Stabiltek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Gold,Medium,No,"1/22""",1.2mm,Sliced,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",33,1485,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","44"" x 62"" x 40.5""",190402557841,105FR,105OR,105FS,105OS,105SQ,105TH,105TM,105QR,104FR,104OR,104FS,104OS,104SQ,104TH,104TM,104QR,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2025,USA,8J,"3/8"" x 6 3/8"" Engineered Sliced Wire Brushed White Oak",A,0436W,5113,SW776,Liberty Oak,5113,Slate,HW776,Homeland,5113,Slate,NA,NA,NA,NA,White Oak,Stabiltek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Grey,Medium,No,"1/22""",1.2mm,Sliced,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",33,1485,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","44"" x 62"" x 40.5""",190402588005,105FR,105OR,105FS,105OS,105SQ,105TH,105TM,105QR,104FR,104OR,104FS,104OS,104SQ,104TH,104TM,104QR,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2025,USA,8J,"3/8"" x 6 3/8"" Engineered Sliced Wire Brushed White Oak",A,0418W,7132,SW776,Liberty Oak,7132,Legacy,HW776,Homeland,7132,Legacy,NA,NA,NA,NA,White Oak,Stabiltek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,7%,Repel + ScufResist Platinum,Brown,Medium,No,"1/22""",1.2mm,Sliced,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58 1/2""",33,1485,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59 1/4"" x 13 3/8"" x 2 3/16""","44"" x 62"" x 40.5""",190402557858,105FR,105OR,105FS,105OS,105SQ,105TH,105TM,105QR,104FR,104OR,104FS,104OS,104SQ,104TH,104TM,104QR,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8F,"1/2"" x 5"" Engineered Wire Brushed Hickory",A,0359W,1032,SW670,Northington Brushed,1032,Canopy,HW670,Campbell Creek Brushed,132,Canopy,220SA,Raven Rock Brushed,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Natural,Light,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313348,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,SW669 - Northington Smooth,HW669 - Campbell Creek Smooth
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8F,"1/2"" x 5"" Engineered Wire Brushed Hickory",A,0359W,2026,SW670,Northington Brushed,2026,Burlap,HW670,Campbell Creek Brushed,2066,Burlap,220SA,Raven Rock Brushed,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Gold,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313355,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,SW669 - Northington Smooth,HW669 - Campbell Creek Smooth
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8F,"1/2"" x 5"" Engineered Wire Brushed Hickory",A,0359W,5054,SW670,Northington Brushed,5054,Greystone,HW670,Campbell Creek Brushed,5054,Greystone,220SA,Raven Rock Brushed,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Grey,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313362,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,SW669 - Northington Smooth,HW669 - Campbell Creek Smooth
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8F,"1/2"" x 5"" Engineered Wire Brushed Hickory",A,0359W,7035,SW670,Northington Brushed,7035,Chestnut,HW670,Campbell Creek Brushed,7035,Chestnut,220SA,Raven Rock Brushed,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Brown,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313379,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,SW669 - Northington Smooth,HW669 - Campbell Creek Smooth
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8F,"1/2"" x 5"" Engineered Wire Brushed Hickory",A,0359W,9022,SW670,Northington Brushed,9022,Sable,HW670,Campbell Creek Brushed,9022,Sable,220SA,Raven Rock Brushed,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Black,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313386,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,SW669 - Northington Smooth,HW669 - Campbell Creek Smooth
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Hickory",A,0358W,1032,SW669,Northington Smooth,1032,Canopy,HW669,Campbell Creek Smooth,1032,Canopy,219SA,Raven Rock Smooth,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Natural,Light,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313294,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,SW670 - Northington Brushed,HW670 - Campbell Creek Brushed
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Hickory",A,0358W,2026,SW669,Northington Smooth,2026,Burlap,HW669,Campbell Creek Smooth,2026,Burlap,219SA,Raven Rock Smooth,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Gold,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313300,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,SW670 - Northington Brushed,HW670 - Campbell Creek Brushed
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Hickory",A,0358W,5054,SW669,Northington Smooth,5054,Greystone,HW669,Campbell Creek Smooth,5054,Greystone,219SA,Raven Rock Smooth,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Grey,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313317,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,SW670 - Northington Brushed,HW670 - Campbell Creek Brushed
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Hickory",A,0358W,7035,SW669,Northington Smooth,7035,Chestnut,HW669,Campbell Creek Smooth,7035,Chestnut,219SA,Raven Rock Smooth,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Brown,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313324,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,SW670 - Northington Brushed,HW670 - Campbell Creek Brushed
Epic Plus / Repel,Repel,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Hickory",A,0358W,9022,SW669,Northington Smooth,9022,Sable,HW669,Campbell Creek Smooth,9022,Sable,219SA,Raven Rock Smooth,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Edge,7%,Repel + ScufResist Platinum,Black,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313331,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,SW670 - Northington Brushed,HW670 - Campbell Creek Brushed
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Repel,Y,Q3 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",A,0311W,130,SW590,Ocala,130,Maple Natural,HW639,Palm Beach II,130,Maple Natural,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Natural,Light,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402053879,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",A,0311W,460,SW590,Ocala,460,Surfside,HW639,Palm Beach II,460,Surfside,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Gold,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402053886,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",A,0311W,493,SW590,Ocala,493,Bayfront,HW639,Palm Beach II,493,Bayfront,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402053893,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",A,0311W,529,SW590,Ocala,529,Oceanside,HW639,Palm Beach II,529,Oceanside,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Grey,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402053909,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",A,0311W,627,SW590,Ocala,627,Burnside,HW639,Palm Beach II,627,Burnside,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Red,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402053916,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q3 2016,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",F,0311W,698,SW590,Ocala,698,Conway,HW639,Palm Beach II,698,Conway,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,40%,Repel + ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402053923,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2021,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",A,0368W,1023,SW590,Ocala,1023,Crescent Beach,HW639,Palm Beach II,1023,Crescent Beach,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Beige / Tan,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402340979,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
Epic Plus / Repel,Repel,Y,Q1 2021,USA,W2,"3/8"" x 5"" Engineered Smooth Maple",F,0368W,5034,SW590,Ocala,5034,Windsurf,HW639,Palm Beach II,5034,Windsurf,SA495,Clearwater,N/A,N/A,Maple,Stabilitek - HDF,Maple,Moderate,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Grey,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"5""","Random lengths from 10"" to 58.5""",33,1980,12,Lifetime,50 Year,5 Year,5 Year,23.66,60,1419.6,20,"59"" x 10 3/4"" x 2""","62"" x 44"" x 40.5""",190402340986,SFR38,SOR38,SFS38,SSO38,N/A,SCR38,TMD78,QTR96,HFR38,HRO38,HFS38,HSO38,N/A,HCR38,HWTMD,HWQR0,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
