SHAW HARDWOOD MASTER SPREADSHEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNAL USE ONLY,,,Updated 1/12/2026,,,,,,,SHAW FLOORS RETAIL,,,,SHAW BUILDER FLOORING,,,,ALIGNED,,,,PRODUCT SPECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RETAIL MOLDINGS / TRIMS,,,,,,,,BUILDER MOLDINGS / TRIMS,,,,,,,,,
Construction,Collection / Grouping,Canadian Approved,Launch Date,Country of Origin,Product Category,Product Description,Style Status,Inventory Style #,Inventory Color #,Shaw Retail Style #,Shaw Retail Style Name,Color #,Shaw Color Name,Shaw Builder Style #,Shaw Builder Flooring Style Name,Color #,Shaw Builder Flooring Color Name,SFN Style #,SFN Style Name,SDC Style #,SDC Style Name,Species,Core,Backing Layer Species,Color & Character Variation Rating,Light Sensitive,Radiant Heat Approved,Cradle 2 Cradle Certified,GREENGUARD Certified,T & G Glue/Glueless,Surface Texture,Grade,Installation Method,Installation Grade,Recommended Adhesives,Plys,Bevel Edges,Bevel Ends,Gloss Level,Finish,Color Family,Color Shade,Fumed - Y/N,Nominal Face Thickness - inches,Nominal Face Thickness - mm,Face Type,Nominal Overall Thickness - Inches,Nominal Overall Thickness - mm,Width - inches,Length - inches,Weight per Carton (lbs),Weight per Pallet,Planks per Carton,Direct Warranty,Builder Warranty,Light Commercial Warranty,Full Commercial Warranty,SQFT per Carton,Cartons per Pallet,SQFT per Pallet,Pallets per Truck,Box Dimensions (L x W x H),Pallet Dimensions (L x W x H),UPC (Box),"Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""","Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""",Retail Additional Options,Builder Additional Options
Ply-Core Engineered,The Gallery,Y,Q1 2020,Vietnam,W1,"5/8"" x 7.5"" Engineered Wire Brushed White Oak",A,9U041,7063,SW707,"Expressions 7.5""",7063,Artistry,HW707,Perspectives,7063,Artistry,N/A,N/A,N/A,N/A,White Oak,Acacia,Acacia,Extremely High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Brown,Medium,Yes,"5/32""",4mm,Sawn,"5/8""",15mm,"7 1/2""","Random lengths from 23.62"" to 74.80""",44.35,2283.99,Random,50 Year,50 Year,5 Year,5 Year,23.31,50,1165.5,21,"75.39"" x 7.80"" x 3.86""","75.59"" x 39.37"" x 43.30""",190402178657,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2020,Vietnam,W1,"5/8"" x 7.5"" Engineered Wire Brushed White Oak",A,9U041,7067,SW707,"Expressions 7.5""",7067,Prose,HW707,Perspectives,7067,Prose,N/A,N/A,N/A,N/A,White Oak,Acacia,Acacia,Extremely High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Brown,Dark,Yes,"5/32""",4mm,Sawn,"5/8""",15mm,"7 1/2""","Random lengths from 23.62"" to 74.80""",44.35,2283.99,Random,50 Year,50 Year,5 Year,5 Year,23.31,50,1165.5,21,"75.39"" x 7.80"" x 3.86""","75.59"" x 39.37"" x 43.30""",190402178664,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2021,Vietnam,W1,"5/8"" x 7.5"" Engineered Wire Brushed White Oak",A,9U041,7078,SW707,"Expressions 7.5""",7078,Muse,HW707,Perspectives,7078,Muse,N/A,N/A,N/A,N/A,White Oak,Acacia,Acacia,Extremely High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Brown,Dark,Yes,"5/32""",4mm,Sawn,"5/8""",15mm,"7 1/2""","Random lengths from 23.62"" to 74.80""",44.35,2283.99,Random,50 Year,50 Year,5 Year,5 Year,23.31,50,1165.5,21,"75.39"" x 7.80"" x 3.86""","75.59"" x 39.37"" x 43.30""",190402297617,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2020,Vietnam,W1,"5/8"" x 7.5"" Engineered Wire Brushed White Oak",A,9U041,9047,SW707,"Expressions 7.5""",9047,Freeform,HW707,Perspectives,9047,Freeform,N/A,N/A,N/A,N/A,White Oak,Acacia,Acacia,Extremely High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Brown,Dark,Yes,"5/32""",4mm,Sawn,"5/8""",15mm,"7 1/2""","Random lengths from 23.62"" to 74.80""",44.35,2283.99,Random,50 Year,50 Year,5 Year,5 Year,23.31,50,1165.5,21,"75.39"" x 7.80"" x 3.86""","75.59"" x 39.37"" x 43.30""",190402178671,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",A,9U965,1129,SW754,"Expressions 9.5""",1129,Lyric,HW754,Vista Oak,1129,Lyric,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Natural,Light,No,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396402,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",F,9U965,1132,SW754,"Expressions 9.5""",1132,Harmony,HW754,Vista Oak,1132,Harmony,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,White,Light,No,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396419,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",A,9U965,1133,SW754,"Expressions 9.5""",1133,Fresco,HW754,Vista Oak,1133,Fresco,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Natural,Light,No,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396426,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",F,9U966,1134,SW754,"Expressions 9.5""",1134,Watercolor,HW754,Vista Oak,N/A,Not offer in Builder,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,Extremely High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Natural,Light,Yes,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396389,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",A,9U965,1135,SW754,"Expressions 9.5""",1135,Allegory,HW754,Vista Oak,1135,Allegory,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,White,Light,No,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396457,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",F,9U966,5100,SW754,"Expressions 9.5""",5100,Mural,HW754,Vista Oak,5100,Mural,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,Extremely High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Grey,Medium,Yes,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396396,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",A,9U965,5101,SW754,"Expressions 9.5""",5101,Finesse,HW754,Vista Oak,5101,Finesse,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Grey,Light,No,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396464,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",A,9U966,7107,SW754,"Expressions 9.5""",7107,Kinetic,HW754,Vista Oak,7107,Kinetic,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,Extremely High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Brown,Medium,Yes,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396372,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",A,9U965,7121,SW754,"Expressions 9.5""",7121,Sustain,HW754,Vista Oak,7121,Sustain,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Brown,Light,No,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396433,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2023,Vietnam,W1,"5/8"" x 9.5"" Engineered Wire Brushed White Oak",A,9U965,7122,SW754,"Expressions 9.5""",7122,Bravura,HW754,Vista Oak,7122,Bravura,N/A,N/A,N/A,N/A,White Oak,Eucalyptus / Acacia,Eucalyptus,High,No,Yes,Yes,Yes,Glue,Wire Brushed,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,8,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Brown,Dark,No,"5/32""",4mm,Sawn,"5/8""",15mm,"9.45""","Random lengths from 15.75"" to 86.61""",63.51,2617.34,Random,50 Year,50 Year,5 Year,5 Year,28.42,40,1136.8,21,"87.4"" x 9.84"" x 3.27""","88.58"" x 41.34"" x 37.40""",190402396440,SRW15,SROW5,SSW15,SSOW5,SQSN1,SCW15,TMW78,QTR96,HWFR2,HROW5,HSW15,HSOW5,SQSB1,HCW15,HWTMW,HWQR0,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Ply-Core Engineered,The Gallery,Y,Q1 2018,Indonesia,W1,"1/2"" x 4.75"" Engineered Wire Brushed White Oak",F,1768U,1007,SW663,Fifth Avenue Oak Herringbone,1007,Astor,HW663,Park Ave Oak,1007,Astor,215SA,Lexington Ave Oak,N/A,N/A,White Oak,Jabon / Meranti / Mahogany / Pine / Acacia / Eucalyptus,Jabon / Meranti / Mahogany / Pine / Acacia / Eucalyptus,High,No,No,Yes,Yes,Glue,Wire Brushed,Rustic,Glue,Above / On / Below,35MC,7,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,White,Light,No,"1/22""",1.2mm,Sliced,"1/2""",12mm,"4.72""","23.62"" standard length planks",45,1440,36,50 Year,50 Year,5 Year,5 Year,27.9,32,892.8,36,"24.41"" x 9.84"" x 8.9""","48.82"" x 40.16"" x 40.39""",1.90E+11,SRH12,N/A,SSH12,N/A,N/A,SCH12,TMH78,QTR96,HRH12,N/A,HSH12,N/A,N/A,HCH12,HWTMH,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2018,Indonesia,W1,"1/2"" x 4.75"" Engineered Wire Brushed White Oak",F,1768U,1028,SW663,Fifth Avenue Oak Herringbone,1028,Carnegie,HW663,Park Ave Oak,1028,Carnegie,215SA,Lexington Ave Oak,N/A,N/A,White Oak,Jabon / Meranti / Mahogany / Pine / Acacia / Eucalyptus,Jabon / Meranti / Mahogany / Pine / Acacia / Eucalyptus,High,No,No,Yes,Yes,Glue,Wire Brushed,Rustic,Glue,Above / On / Below,35MC,7,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Natural,Light,No,"1/22""",1.2mm,Sliced,"1/2""",12mm,"4.72""","23.62"" standard length planks",45,1440,36,50 Year,50 Year,5 Year,5 Year,27.9,32,892.8,36,"24.41"" x 9.84"" x 8.9""","48.82"" x 40.16"" x 40.39""",1.90E+11,SRH12,N/A,SSH12,N/A,N/A,SCH12,TMH78,QTR96,HRH12,N/A,HSH12,N/A,N/A,HCH12,HWTMH,HWQR0,N/A,N/A
Ply-Core Engineered,The Gallery,Y,Q1 2018,Indonesia,W1,"1/2"" x 4.75"" Engineered Wire Brushed White Oak",F,1768U,5014,SW663,Fifth Avenue Oak Herringbone,5014,Roosevelt,HW663,Park Ave Oak,5014,Roosevelt,215SA,Lexington Ave Oak,N/A,N/A,White Oak,Jabon / Meranti / Mahogany / Pine / Acacia / Eucalyptus,Jabon / Meranti / Mahogany / Pine / Acacia / Eucalyptus,High,No,No,Yes,Yes,Glue,Wire Brushed,Rustic,Glue,Above / On / Below,35MC,7,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Grey,Light,No,"1/22""",1.2mm,Sliced,"1/2""",12mm,"4.72""","23.62"" standard length planks",45,1440,36,50 Year,50 Year,5 Year,5 Year,27.9,32,892.8,36,"24.41"" x 9.84"" x 8.9""","48.82"" x 40.16"" x 40.39""",1.90E+11,SRH12,N/A,SSH12,N/A,N/A,SCH12,TMH78,QTR96,HRH12,N/A,HSH12,N/A,N/A,HCH12,HWTMH,HWQR0,N/A,N/A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ply-Core Engineered,The Gallery,Y,Q1 2025,Malaysia,W1,"9/16"" x 5"" Engineered Smooth Red Oak",A,1392U,1149,N/A,Not in Retail,N/A,Not in Retail,HW785,"Foundation 3""",1149,Natural,N/A,N/A,N/A,N/A,Red Oak,Rubber Wood / Hevea,Poplar,Moderate,No,Yes,Yes,Yes,Glue,Smooth,ABC,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,7%,UV Aluminum Oxide,Natural,Light,No,"1/8""",3mm,Sawn,"9/16""",14mm,"3""","Random lengths from 13.8"" to 47.24""",49.93,2396.64,Random,50 Year,50 Year,N/A,5 Year,24.86,48,1193.28,22,"75.98"" x 6.5"" x 4.68""","75.98"" x 40.55"" x 42.32""",190402551566,157FR,157OR,157FS,157OS,157SQ,157TH,157TM,157QR,156FR,156OR,156FS,156OS,156SQ,156TH,156TM,156QR,N/A,"HW786 - Foundation 5"""
Ply-Core Engineered,The Gallery,Y,Q1 2025,Malaysia,W1,"9/16"" x 3"" Engineered Smooth Red Oak",A,1390U,2080,N/A,Not in Retail,N/A,Not in Retail,HW785,"Foundation 3""",2080,Honey,N/A,N/A,N/A,N/A,Red Oak,Rubber Wood / Hevea,Poplar,Moderate,No,Yes,Yes,Yes,Glue,Smooth,ABCD,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,35%,UV Aluminum Oxide,Gold,Medium,No,"1/8""",3mm,Sawn,"9/16""",14mm,"3""","Random lengths from 13.8"" to 47.24""",49.93,2396.64,Random,50 Year,50 Year,N/A,5 Year,24.86,48,1193.28,22,"75.98"" x 6.5"" x 4.68""","75.98"" x 40.55"" x 42.32""",190402551528,157FR,157OR,157FS,157OS,157SQ,157TH,157TM,157QR,156FR,156OR,156FS,156OS,156SQ,156TH,156TM,156QR,N/A,"HW786 - Foundation 5"""
Ply-Core Engineered,The Gallery,Y,Q1 2025,Malaysia,W1,"9/16"" x 3"" Engineered Smooth Red Oak",A,1390U,7136,N/A,Not in Retail,N/A,Not in Retail,HW785,"Foundation 3""",7136,Saddle,N/A,N/A,N/A,N/A,Red Oak,Rubber Wood / Hevea,Poplar,Moderate,No,Yes,Yes,Yes,Glue,Smooth,ABCD,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,35%,UV Aluminum Oxide,Brown,Medium,No,"1/8""",3mm,Sawn,"9/16""",14mm,"3""","Random lengths from 13.8"" to 47.24""",49.93,2396.64,Random,50 Year,50 Year,N/A,5 Year,24.86,48,1193.28,22,"75.98"" x 6.5"" x 4.68""","75.98"" x 40.55"" x 42.32""",190402551542,157FR,157OR,157FS,157OS,157SQ,157TH,157TM,157QR,156FR,156OR,156FS,156OS,156SQ,156TH,156TM,156QR,N/A,"HW786 - Foundation 5"""
Ply-Core Engineered,The Gallery,Y,Q1 2025,Malaysia,W1,"9/16"" x 3"" Engineered Smooth Red Oak",A,1390U,8011,N/A,Not in Retail,N/A,Not in Retail,HW785,"Foundation 3""",8011,Gunstock,N/A,N/A,N/A,N/A,Red Oak,Rubber Wood / Hevea,Poplar,Moderate,No,Yes,Yes,Yes,Glue,Smooth,ABCD,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,35%,UV Aluminum Oxide,Red,Medium,No,"1/8""",3mm,Sawn,"9/16""",14mm,"3""","Random lengths from 13.8"" to 47.24""",49.93,2396.64,Random,50 Year,50 Year,N/A,5 Year,24.86,48,1193.28,22,"75.98"" x 6.5"" x 4.68""","75.98"" x 40.55"" x 42.32""",190402551535,157FR,157OR,157FS,157OS,157SQ,157TH,157TM,157QR,156FR,156OR,156FS,156OS,156SQ,156TH,156TM,156QR,N/A,"HW786 - Foundation 5"""
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ply-Core Engineered,The Gallery,Y,Q1 2025,Malaysia,W1,"9/16"" x 5"" Engineered Smooth Red Oak",A,1389U,2080,N/A,Not in Retail,N/A,Not in Retail,HW786,"Foundation 5""",2080,Honey,N/A,N/A,N/A,N/A,Red Oak,Rubber Wood / Hevea,Poplar,Moderate,No,Yes,Yes,Yes,Glue,Smooth,ABCD,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,35%,UV Aluminum Oxide,Gold,Medium,No,"1/8""",3mm,Sawn,"9/16""",14mm,"5""","Random lengths from 13.8"" to 74.8""",41.89,2345.84,Random,50 Year,50 Year,N/A,5 Year,20.77,56,1163.12,22,"75.98"" x 5.51"" x 4.68""","75.98"" x 40.55"" x 42.32""",190402551498,157FR,157OR,157FS,157OS,157SQ,157TH,157TM,157QR,156FR,156OR,156FS,156OS,156SQ,156TH,156TM,156QR,N/A,"HW785 - Foundation 3"""
Ply-Core Engineered,The Gallery,Y,Q1 2025,Malaysia,W1,"9/16"" x 5"" Engineered Smooth Red Oak",A,1389U,2080,N/A,Not in Retail,N/A,Not in Retail,HW786,"Foundation 5""",2080,Honey,N/A,N/A,N/A,N/A,Red Oak,Rubber Wood / Hevea,Poplar,Moderate,No,Yes,Yes,Yes,Glue,Smooth,ABCD,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,35%,UV Aluminum Oxide,Gold,Medium,No,"1/8""",3mm,Sawn,"9/16""",14mm,"5""","Random lengths from 13.8"" to 74.8""",41.89,2345.84,Random,50 Year,50 Year,N/A,5 Year,20.77,56,1163.12,22,"75.98"" x 5.51"" x 4.68""","75.98"" x 40.55"" x 42.32""",190402551498,157FR,157OR,157FS,157OS,157SQ,157TH,157TM,157QR,156FR,156OR,156FS,156OS,156SQ,156TH,156TM,156QR,N/A,"HW785 - Foundation 3"""
Ply-Core Engineered,The Gallery,Y,Q1 2025,Malaysia,W1,"9/16"" x 5"" Engineered Smooth Red Oak",A,1389U,7136,N/A,Not in Retail,N/A,Not in Retail,HW786,"Foundation 5""",7136,Saddle,N/A,N/A,N/A,N/A,Red Oak,Rubber Wood / Hevea,Poplar,Moderate,No,Yes,Yes,Yes,Glue,Smooth,ABCD,Nail / Staple / Glue / Float,Above / On / Below,35MC,9,Micro Bevel Edge,Micro Bevel Ends,35%,UV Aluminum Oxide,Brown,Medium,No,"1/8""",3mm,Sawn,"9/16""",14mm,"5""","Random lengths from 13.8"" to 74.8""",41.89,2345.84,Random,50 Year,50 Year,N/A,5 Year,20.77,56,1163.12,22,"75.98"" x 5.51"" x 4.68""","75.98"" x 40.55"" x 42.32""",190402551511,157FR,157OR,157FS,157OS,157SQ,157TH,157TM,157QR,156FR,156OR,156FS,156OS,156SQ,156TH,156TM,156QR,N/A,"HW785 - Foundation 3"""
